protein	location	source(s)
BCL10	Nucleoplasm	HPA
FBXW2	Cytosol	GO
PIGU	Nucleoplasm	HPA
RSBN1L	Nucleoplasm	HPA
TPTE	Endoplasmic reticulum	HPA
RPS13	Plasma membrane	GO
TRNT1	Cytosol	GO
PSENEN	Golgi apparatus	GO
NMI	Nucleoplasm	HPA
PSEN1	Plasma membrane	GO
MAGEB16	Centrosome	HPA
MYRIP	Nucleoli	HPA
STAG2	Microtubules	GO
ATP6V1G3	Plasma membrane	GO
ZNF32	Cytosol	HPA
BAG3	Cytosol	HPA;GO
SYCE3	Nucleoli	HPA
POLR2K	Cytosol	GO
SPATA33	Nucleoplasm	HPA
FGF12	Nucleoplasm	HPA
CT45A10	Nucleoli	HPA
OR2F1	Plasma membrane	GO
UBA7	Cytosol	HPA;GO
CCDC88A	Primary cilium	HPA;GO
RAB8A	Centrosome	GO
DNHD1	Primary cilium	GO
CYB5R3	Endoplasmic reticulum	HPA;GO
SLC25A36	Cytosol	HPA
CD14	Plasma membrane	GO
ICA1L	Mitochondria	HPA
EMC9	Endoplasmic reticulum	GO
MRS2	Mitochondria	GO
PSTK	Actin filaments	HPA
NLGN2	Mitochondria	HPA
NACC2	Nucleoplasm	GO
ZFAND1	Centrosome	HPA
ATF7	Cytosol	HPA
DNAAF2	Cytosol	HPA
LARP4B	Cytosol	HPA;GO
PGF	Mitochondria	HPA
UBTD1	Plasma membrane	HPA
P4HB	Endoplasmic reticulum	HPA;GO
SHPK	Cytosol	GO
DDX24	Cytosol	HPA
LOXHD1	Plasma membrane	HPA
APLP2	Endoplasmic reticulum	GO
VAMP7	Plasma membrane	GO
GDE1	Plasma membrane	HPA;GO
PIK3C2G	Cytosol	GO
LIPM	Endoplasmic reticulum	HPA
RBM15B	Nucleoli	GO
GPR65	Plasma membrane	GO
CTTNBP2NL	Cytosol	HPA
CHORDC1	Cytosol	HPA
DAP3	Mitochondria	HPA;GO
FABP5	Cytosol	HPA;GO
PIAS2	Nucleoplasm	HPA;GO
SLBP	Cytosol	HPA;GO
NEDD1	Cytosol	GO
NUB1	Cytosol	GO
HSF2BP	Nucleoplasm	HPA;GO
CLMN	Nucleoplasm	HPA
CALML4	Nucleoplasm	HPA
TMEM201	Centrosome	GO
TBK1	Nucleoplasm	HPA
CD68	Plasma membrane	GO
CRK	Cytosol	GO
PACSIN2	Actin filaments	GO
RGS7BP	Plasma membrane	HPA
SDC3	Golgi apparatus	GO
WDR11	Golgi apparatus	GO
MRPS25	Mitochondria	HPA;GO
CYP2S1	Endoplasmic reticulum	HPA;GO
SECTM1	Plasma membrane	GO
MAPK8	Nucleoplasm	HPA;GO
PXMP4	Cytosol	GO
NMRAL1	Cytosol	GO
NDN	Cytosol	HPA
SERGEF	Nucleoplasm	HPA
ARHGAP12	Plasma membrane	GO
KNOP1	Nucleoli	HPA
SAA1	Microtubules	GO
CHMP7	Nucleoplasm	HPA;GO
ICAM4	Plasma membrane	GO
SRD5A3	Endoplasmic reticulum	GO
ST8SIA2	Golgi apparatus	HPA;GO
PRPF4B	Nucleoplasm	HPA
PHLDB1	Microtubules	HPA
PUM1	Nucleoplasm	HPA
SNAPIN	Golgi apparatus	HPA
ARL2	Cytosol	GO
CDC42SE1	Plasma membrane	HPA
HCFC2	Cytosol	HPA
SFMBT2	Nucleoplasm	HPA
SREK1	Nucleoplasm	HPA
NDUFA5	Mitochondria	HPA;GO
RPF1	Nucleoli	HPA;GO
SEC62	Intermediate filaments	HPA
PIGV	Cytosol	HPA
CDK19	Cytosol	HPA
PCDH1	Plasma membrane	HPA
HMCN1	Cytosol	HPA
AKAP11	Cytosol	HPA
EN2	Nucleoli	HPA
MTERF2	Mitochondria	GO
TUBGCP5	Cytosol	GO
ERLEC1	Endoplasmic reticulum	GO
B4GALT4	Golgi apparatus	HPA;GO
KRTAP22-1	Cytosol	GO
HDAC10	Cytosol	HPA
KRT9	Cytosol	GO
CLTA	Golgi apparatus	GO
PCDHB1	Plasma membrane	HPA
WDFY3	Cytosol	HPA
GLIS1	Nucleoplasm	HPA
FLNA	Nucleoli	GO
ZNF114	Cytosol	HPA
ALDH3A2	Endoplasmic reticulum	HPA;GO
LMNA	Cytosol	GO
EPN3	Plasma membrane	GO
ZNF280D	Cytosol	HPA
JADE2	Nucleoplasm	HPA;GO
ABTB3	Nucleoplasm	HPA
SNAPC1	Nucleoplasm	HPA;GO
MME	Actin filaments	GO
SIRT1	Nucleoplasm	HPA;GO
SYN1	Plasma membrane	GO
AWAT1	Endoplasmic reticulum	GO
WDR62	Centrosome	HPA;GO
NUDCD1	Cytosol	HPA
ACOT11	Cytosol	HPA;GO
MGAT4C	Plasma membrane	HPA
LPCAT2	Endoplasmic reticulum	HPA;GO
PCLO	Nucleoplasm	HPA
ZNF236	Nucleoplasm	HPA
IQSEC3	Cytosol	HPA
UTP15	Nucleoplasm	GO
CYP4V2	Nucleoplasm	HPA
PPAT	Microtubules	HPA
MAGI1	Plasma membrane	HPA;GO
SYNJ2BP	Mitochondria	HPA;GO
SDCCAG8	Primary cilium	HPA
MYH1	Cytosol	GO
RECQL5	Cytosol	HPA
RPEL1	Cytosol	HPA;GO
ACTG1	Actin filaments	GO
MYO9A	Cytosol	GO
SLC33A1	Golgi apparatus	GO
TLR8	Endoplasmic reticulum	GO
EPHB6	Cytosol	GO
KCNMB1	Plasma membrane	GO
NDST1	Golgi apparatus	GO
NDST2	Cytosol	HPA
MTTP	Endoplasmic reticulum	HPA;GO
LRRC75B	Nucleoplasm	HPA
SLC2A10	Cytosol	HPA
MIS18BP1	Nucleoli	HPA
RPGRIP1	Primary cilium	HPA
IGKV3OR2-268	Plasma membrane	HPA
LECT2	Cytosol	HPA
RBM18	Nucleoplasm	HPA
PHLDB2	Plasma membrane	HPA;GO
RAB2B	Golgi apparatus	GO
SPP1	Endoplasmic reticulum	GO
SOX21	Nucleoplasm	HPA
RNGTT	Nucleoplasm	HPA;GO
DIRAS3	Nuclear membrane	HPA
PSMB8	Microtubules	HPA
FAM222A	Golgi apparatus	HPA
NRSN1	Plasma membrane	HPA
ZNF440	Nucleoplasm	HPA
CASP9	Cytosol	GO
PLAAT3	Mitochondria	HPA
PDGFRB	Plasma membrane	GO
EHHADH	Cytosol	GO
CNTNAP1	Nucleoplasm	HPA
GOLGA6C	Nucleoplasm	HPA
M1AP	Mitochondria	HPA
SALL4	Nucleoplasm	HPA;GO
POLR2D	Nucleoplasm	HPA;GO
CYC1	Mitochondria	HPA;GO
CD33	Golgi apparatus	GO
ZCCHC12	Nucleoplasm	HPA
HES3	Nucleoplasm	HPA
PTPN12	Plasma membrane	HPA
KRTAP10-10	Cytosol	GO
ATF2	Mitochondria	GO
GFAP	Intermediate filaments	HPA
ALOX5	Nucleoplasm	HPA
ECM1	Cytosol	HPA
ITGB3	Plasma membrane	HPA;GO
CD6	Plasma membrane	GO
PNPLA2	Plasma membrane	GO
EME1	Nucleoplasm	HPA;GO
ARF6	Cytosol	HPA;GO
PDCD6IP	Centrosome	HPA
TMEM184B	Golgi apparatus	HPA
CHRAC1	Nucleoplasm	HPA
SIRT6	Endoplasmic reticulum	GO
BTBD10	Nucleoplasm	HPA
HEATR1	Nucleoplasm	GO
IGKV3D-20	Plasma membrane	HPA;GO
TUBB	Primary cilium	HPA
DUSP2	Nuclear membrane	HPA
STX1A	Cytosol	GO
ZNF852	Cytosol	HPA
RASGRP4	Nucleoplasm	HPA
GPRIN3	Nucleoplasm	HPA
FMO5	Cytosol	HPA
ID1	Nucleoplasm	HPA;GO
EMD	Centrosome	GO
PTPRD	Plasma membrane	GO
VCAM1	Endoplasmic reticulum	GO
PHAF1	Cytosol	HPA
STEAP2	Golgi apparatus	GO
SRPK1	Nucleoplasm	HPA;GO
DNAH14	Primary cilium	HPA
KLHDC8B	Plasma membrane	GO
NDUFA13	Nucleoplasm	GO
SLC30A7	Golgi apparatus	HPA;GO
TPRXL	Nucleoplasm	GO
CCDC69	Golgi apparatus	HPA
DFFA	Cytosol	HPA;GO
DMXL1	Cytosol	HPA
MORF4L2	Nucleoplasm	HPA;GO
DEPDC7	Cytosol	HPA
LARP7	Cytosol	HPA
ARHGEF17	Cytosol	HPA;GO
SLC4A7	Cytosol	HPA
PSMD4	Nucleoplasm	HPA;GO
KCNQ2	Plasma membrane	GO
PRKCQ	Cytosol	GO
CFAP97	Nucleoli	HPA
PCDHGA6	Nucleoplasm	HPA
CPNE2	Cytosol	HPA
RPL36A	Endoplasmic reticulum	HPA
ECM2	Nucleoplasm	HPA
DOCK1	Actin filaments	HPA
KANK2	Cytosol	HPA
LRRC8C	Plasma membrane	GO
CYP2J2	Endoplasmic reticulum	GO
WDR55	Nucleoli	HPA
PRF1	Plasma membrane	GO
CNOT1	Cytosol	GO
SLC41A1	Plasma membrane	GO
DBN1	Plasma membrane	HPA
TRAV27	Plasma membrane	GO
LBR	Endoplasmic reticulum	GO
SLC38A7	Nucleoplasm	HPA
PPL	Cytosol	GO
PPP1R3D	Mitochondria	HPA
CRACDL	Centrosome	HPA
ZNF432	Nucleoplasm	HPA
SCML2	Cytosol	HPA
AKT2	Nucleoplasm	HPA;GO
ECPAS	Endoplasmic reticulum	GO
SUB1	Nucleoli	HPA
WIPI2	Cytosol	HPA;GO
SCN10A	Plasma membrane	GO
MXI1	Cytosol	HPA
EMILIN3	Golgi apparatus	HPA
MKNK2	Nucleoplasm	HPA
CREB3L4	Nucleoplasm	HPA
TP53INP2	Cytosol	GO
ZCCHC4	Nucleoli	GO
DHX8	Nucleoplasm	HPA;GO
NSF	Golgi apparatus	HPA
NEK9	Cytosol	GO
SF3B3	Nucleoli	HPA
ACADS	Mitochondria	HPA;GO
CYTIP	Cytosol	HPA
MYCN	Nucleoli	HPA
GPHN	Plasma membrane	GO
UBA52	Cytosol	HPA;GO
SEPTIN9	Microtubules	HPA;GO
MZT2B	Centrosome	HPA;GO
PAPOLA	Nucleoplasm	HPA;GO
CEP250	Cytosol	GO
CAVIN2	Cytosol	HPA;GO
TMEM44	Cytosol	HPA
PRR22	Cytosol	HPA
TMEM125	Microtubules	HPA
RPS6	Nucleoli	GO
ZNF428	Nucleoli	HPA
IHH	Plasma membrane	GO
CAPN9	Golgi apparatus	HPA
ZNF625	Mitochondria	HPA
LINGO2	Nucleoplasm	HPA
RASD1	Plasma membrane	HPA
BUB3	Cytosol	GO
CFTR	Endoplasmic reticulum	GO
NOB1	Cytosol	HPA;GO
SEPTIN10	Microtubules	HPA
TMEM50A	Actin filaments	HPA
NDFIP2	Mitochondria	GO
NR3C1	Nucleoplasm	HPA;GO
POR	Nucleoplasm	HPA
CLDN6	Plasma membrane	GO
TFG	Cytosol	GO
MINAR1	Plasma membrane	GO
TMEM121B	Nucleoplasm	HPA
CACNB4	Plasma membrane	GO
APOO	Golgi apparatus	GO
VWA1	Endoplasmic reticulum	GO
RAB27B	Golgi apparatus	HPA;GO
MKLN1	Cytosol	HPA;GO
CDC7	Microtubules	HPA
HMGN4	Nucleoplasm	HPA
SLC46A3	Actin filaments	HPA
TBX20	Nucleoli	HPA
RPS10	Plasma membrane	GO
PLK1	Nucleoplasm	GO
UGT8	Mitochondria	HPA
TLR10	Endoplasmic reticulum	HPA
ABHD16B	Nucleoplasm	HPA
ARID5B	Cytosol	HPA
BCO2	Mitochondria	GO
NBR1	Cytosol	GO
POLR1A	Nucleoli	HPA;GO
CDS1	Endoplasmic reticulum	GO
GABRR3	Plasma membrane	GO
DSCAM	Plasma membrane	GO
COPS4	Nucleoplasm	HPA;GO
ZNF256	Nucleoplasm	HPA
ZNF575	Cytosol	HPA
FBXO21	Mitochondria	HPA
TIMELESS	Nucleoplasm	HPA;GO
ACTN2	Actin filaments	HPA;GO
AKAP9	Centrosome	HPA;GO
GPN3	Cytosol	HPA
TOMM20	Mitochondria	HPA;GO
MMP14	Golgi apparatus	GO
UQCR10	Mitochondria	GO
EFHC1	Microtubules	GO
POMT1	Endoplasmic reticulum	GO
TEKT3	Microtubules	GO
TSKU	Nucleoplasm	HPA
ZNF776	Cytosol	HPA
ZNF214	Microtubules	HPA
PPIP5K1	Plasma membrane	HPA
RAB38	Mitochondria	GO
ZNF740	Nucleoplasm	HPA
TMEM230	Golgi apparatus	GO
TBC1D23	Golgi apparatus	HPA;GO
YOD1	Nucleoplasm	HPA
SINHCAF	Nucleoplasm	HPA;GO
TFR2	Golgi apparatus	HPA
ITGB1BP1	Actin filaments	GO
UBE2D3	Plasma membrane	HPA
PHLPP1	Cytosol	GO
GLO1	Nucleoplasm	HPA
ITGA9	Nucleoplasm	HPA
AP2M1	Plasma membrane	HPA;GO
GORASP2	Golgi apparatus	HPA;GO
PYURF	Mitochondria	GO
UROS	Nucleoplasm	HPA
SEC22B	Golgi apparatus	GO
MMP10	Plasma membrane	HPA
ZNF572	Nucleoplasm	HPA
SMAD3	Nuclear membrane	GO
ADAMTS3	Intermediate filaments	HPA
TSEN15	Nucleoli	HPA
TUBB8	Primary cilium	HPA
ZBTB9	Cytosol	HPA
C19orf81	Cytosol	HPA
DRGX	Cytosol	HPA
WDR35	Primary cilium	GO
ITGB5	Plasma membrane	HPA;GO
PLVAP	Plasma membrane	HPA;GO
MYH2	Cytosol	GO
CCDC183	Cytosol	HPA
SOS1	Plasma membrane	GO
GIT2	Actin filaments	GO
PIP5K1B	Cytosol	GO
TXNDC8	Golgi apparatus	GO
GABRG1	Plasma membrane	HPA
SRGAP3	Plasma membrane	GO
SPOP	Nucleoplasm	GO
KDM1B	Nucleoplasm	HPA;GO
CDH24	Plasma membrane	GO
KCNJ3	Plasma membrane	HPA;GO
RBM4B	Nucleoplasm	HPA
WDR27	Nucleoplasm	HPA
CCDC15	Centrosome	GO
AK6	Nucleoplasm	HPA;GO
HPS6	Cytosol	HPA
MLLT10	Nucleoplasm	HPA
CDKN1A	Cytosol	GO
WDR49	Nucleoplasm	HPA
BIN1	Cytosol	HPA;GO
PREX2	Cytosol	GO
BORCS8-MEF2B	Nucleoplasm	HPA
LOXL1	Endoplasmic reticulum	HPA
TRIM16	Nucleoplasm	GO
TCIRG1	Plasma membrane	GO
TNIP2	Cytosol	HPA;GO
FGR	Plasma membrane	HPA
RTN4RL1	Plasma membrane	HPA;GO
ZNF365	Centrosome	HPA;GO
ACOT8	Cytosol	GO
RAX2	Nucleoplasm	HPA
RGS14	Plasma membrane	GO
SEM1	Cytosol	HPA;GO
ZNFX1	Mitochondria	HPA
TLR5	Golgi apparatus	HPA
TMF1	Golgi apparatus	HPA
SNAP29	Primary cilium	GO
ADPRS	Nucleoplasm	HPA;GO
ANKRD9	Cytosol	GO
AKT1	Plasma membrane	GO
GP5	Cytosol	HPA
HAVCR1	Primary cilium	GO
CFAP58	Primary cilium	GO
PPIB	Nucleoplasm	HPA
WFS1	Endoplasmic reticulum	GO
TRMT9B	Cytosol	HPA
TNNI2	Actin filaments	GO
HLA-H	Endoplasmic reticulum	GO
PANK2	Mitochondria	GO
TTC6	Primary cilium	HPA
MLEC	Endoplasmic reticulum	GO
SKA3	Nucleoplasm	GO
RPL5	Endoplasmic reticulum	HPA
GOLGA7	Golgi apparatus	GO
LRRC38	Plasma membrane	GO
SH3KBP1	Plasma membrane	GO
NUDT16	Nucleoplasm	HPA;GO
MAD2L1BP	Nucleoli	HPA
RIN2	Nucleoli	HPA
MLIP	Nucleoplasm	HPA
UCHL5	Nucleoplasm	HPA;GO
WDR11	Microtubules	HPA
GSN	Plasma membrane	GO
TMEM109	Endoplasmic reticulum	HPA
IL27	Cytosol	GO
CERT1	Nucleoplasm	HPA
MAP4K4	Plasma membrane	GO
LILRA3	Plasma membrane	GO
PHOX2A	Nucleoplasm	HPA;GO
KIF26B	Microtubules	HPA
LRATD2	Nucleoplasm	HPA
SALL1	Nucleoplasm	HPA;GO
IFI27L2	Cytosol	HPA
TSPY8	Cytosol	HPA
LHX2	Nucleoplasm	HPA
LARGE1	Golgi apparatus	GO
CEP162	Cytosol	GO
TP53	Mitochondria	GO
HNRNPLL	Nucleoplasm	HPA
TMEM87A	Plasma membrane	GO
ETV4	Nucleoplasm	HPA;GO
PRR36	Golgi apparatus	HPA
CKAP4	Mitochondria	HPA
BAP1	Cytosol	HPA
NEO1	Plasma membrane	HPA;GO
SCYL1	Cytosol	HPA
COPB1	Plasma membrane	GO
DCUN1D3	Nucleoplasm	HPA
ANKRD34B	Nucleoplasm	HPA
PAPSS1	Nucleoli	HPA
DNM2	Centrosome	GO
AK8	Primary cilium	GO
NKAIN2	Cytosol	HPA
TC2N	Nucleoplasm	HPA
MTFR1	Cytosol	HPA
ADAM17	Plasma membrane	GO
AGPS	Cytosol	GO
ECT2	Cytosol	HPA;GO
PSMB5	Nucleoplasm	HPA;GO
ATG2B	Endoplasmic reticulum	HPA
STX16	Actin filaments	GO
SEPTIN3	Primary cilium	HPA
CSNK2A1	Cytosol	GO
SLC23A3	Nucleoplasm	HPA
POU4F1	Nucleoplasm	GO
PAIP1	Cytosol	HPA;GO
PADI3	Cytosol	HPA;GO
TOPORS	Nucleoplasm	HPA;GO
MBOAT1	Endoplasmic reticulum	GO
NAGK	Nucleoplasm	HPA
ATP5PO	Plasma membrane	GO
TRAPPC12	Golgi apparatus	HPA
ATG7	Nucleoplasm	HPA
RASGRP3	Cytosol	HPA
PAFAH1B1	Cytosol	GO
APC	Centrosome	GO
ATP5PB	Mitochondria	HPA;GO
SUSD1	Nucleoplasm	HPA
RBBP7	Nucleoplasm	HPA;GO
GPR107	Nucleoplasm	HPA
RNF181	Nucleoplasm	HPA
SAMD4A	Plasma membrane	HPA
ADRA1B	Plasma membrane	HPA;GO
CACYBP	Cytosol	HPA
MXD3	Nucleoplasm	HPA
PHF10	Nucleoplasm	HPA
RSPH10B2	Cytosol	HPA
TPD52	Endoplasmic reticulum	GO
IGLV6-57	Plasma membrane	GO
LACTB2	Golgi apparatus	HPA
NNMT	Golgi apparatus	HPA
EVI2B	Plasma membrane	HPA
MAPK1IP1L	Nucleoplasm	HPA
PAK5	Mitochondria	HPA
PPP1R1C	Nucleoli	HPA
PSMD1	Nucleoplasm	HPA;GO
DRD1	Primary cilium	GO
ATP6V0C	Plasma membrane	GO
VPS54	Nucleoplasm	HPA
ZBTB49	Cytosol	HPA
ANAPC4	Nucleoplasm	GO
DLGAP1	Plasma membrane	GO
MKRN1	Nucleoplasm	HPA
CSNK1G2	Cytosol	HPA;GO
GLYR1	Cytosol	HPA
IMPACT	Nucleoplasm	HPA
FHIP1A	Cytosol	HPA
RNF126	Cytosol	HPA
LDOC1	Nucleoli	HPA
BEX4	Cytosol	HPA
KRT16	Cytosol	GO
KIF18B	Cytosol	HPA
GPS2	Cytosol	GO
SLC4A1AP	Nucleoplasm	HPA
ENSG00000289027	Endoplasmic reticulum	HPA
RECQL	Nucleoplasm	HPA
EMP2	Cytosol	HPA
TRIM54	Cytosol	HPA
ITM2B	Plasma membrane	GO
ANKRD37	Nucleoplasm	HPA
GAGE13	Cytosol	HPA
RHBDF1	Endoplasmic reticulum	GO
USP20	Plasma membrane	HPA
ATXN3	Endoplasmic reticulum	GO
CHST2	Golgi apparatus	HPA;GO
PPP1CC	Cytosol	HPA;GO
FAM222A	Microtubules	HPA
DENND2C	Nucleoplasm	HPA
ZBED2	Cytosol	HPA
ORC2	Cytosol	HPA
MAP2K1	Golgi apparatus	GO
ENSG00000285188	Microtubules	HPA
PRKAA1	Nucleoplasm	HPA;GO
DNAJC30	Mitochondria	GO
HDAC6	Cytosol	HPA;GO
APOB	Cytosol	HPA;GO
HNRNPK	Plasma membrane	GO
GOLIM4	Golgi apparatus	HPA;GO
TARS1	Cytosol	HPA;GO
ORC6	Cytosol	GO
ENSG00000258529	Endoplasmic reticulum	HPA
SLC10A7	Plasma membrane	GO
DGKI	Plasma membrane	GO
EIF3E	Nucleoplasm	GO
CPD	Cytosol	HPA
C21orf91	Microtubules	HPA
PDE6D	Primary cilium	GO
SLC30A3	Cytosol	HPA
CHSY3	Golgi apparatus	GO
ZNF280C	Nucleoli	HPA
ZWILCH	Cytosol	GO
ENSG00000258472	Plasma membrane	HPA
FOXD4L6	Nucleoplasm	HPA
ZNF549	Nucleoplasm	HPA
RAB41	Cytosol	HPA
RPSA	Nucleoplasm	GO
CMPK2	Mitochondria	HPA
GON7	Nucleoplasm	HPA
EMG1	Nucleoli	HPA
TCTN1	Nucleoplasm	HPA
POC1A	Primary cilium	GO
GPC2	Golgi apparatus	GO
SLC6A2	Cytosol	HPA
ITPKC	Cytosol	GO
CCDC69	Microtubules	GO
PPFIA2	Plasma membrane	GO
GYG2	Cytosol	HPA;GO
ZFC3H1	Nucleoli	GO
ARHGEF12	Nucleoplasm	HPA
SMOX	Nuclear membrane	HPA
MOB2	Nucleoli	HPA
KLHL2	Cytosol	GO
MAP1S	Plasma membrane	GO
CLIC4	Centrosome	HPA;GO
BDH1	Mitochondria	HPA;GO
COG2	Golgi apparatus	HPA;GO
GK	Cytosol	GO
PTPDC1	Cytosol	HPA
ETNK1	Cytosol	HPA;GO
KLC1	Cytosol	HPA;GO
SYCE1	Nucleoplasm	HPA
XPO5	Cytosol	HPA;GO
PLCD1	Plasma membrane	GO
FSD1	Microtubules	GO
CYB5B	Centrosome	HPA
PIGH	Endoplasmic reticulum	GO
HLA-DMA	Plasma membrane	GO
HDDC3	Nucleoplasm	HPA
NOPCHAP1	Nuclear membrane	HPA
PIK3AP1	Nucleoplasm	HPA
PRKCE	Cytosol	HPA;GO
NUCKS1	Nucleoplasm	HPA;GO
RAP2B	Cytosol	GO
BNIP3L	Endoplasmic reticulum	GO
CMC1	Mitochondria	GO
ATP7A	Golgi apparatus	HPA;GO
PIANP	Nucleoplasm	HPA
SNW1	Cytosol	HPA
APPL2	Plasma membrane	GO
KRTAP1-1	Cytosol	GO
AGRN	Golgi apparatus	GO
BRWD1	Primary cilium	GO
POLR3B	Nucleoplasm	HPA;GO
RPL30	Cytosol	HPA;GO
SRRM2	Nucleoplasm	HPA;GO
MSRB3	Cytosol	GO
BMF	Mitochondria	GO
NDE1	Nucleoplasm	GO
PLCD4	Cytosol	HPA
TMTC1	Cytosol	HPA
CATSPERZ	Cytosol	HPA
LIG1	Golgi apparatus	HPA
CMTM4	Plasma membrane	HPA
RAC1	Plasma membrane	GO
WDR90	Microtubules	GO
CPLX1	Cytosol	GO
PKNOX2	Microtubules	HPA
RACGAP1	Actin filaments	GO
IL17RB	Plasma membrane	HPA;GO
SAMD12	Cytosol	HPA
SLC25A12	Mitochondria	GO
MYBPH	Mitochondria	HPA
GGA3	Golgi apparatus	HPA;GO
CFAP119	Cytosol	HPA
SMN2	Cytosol	HPA
PRDM10	Nucleoplasm	HPA;GO
H3C1	Nucleoplasm	HPA;GO
KIF19	Centrosome	HPA
ARHGEF7	Actin filaments	GO
ID3	Nucleoplasm	HPA;GO
RPS23	Nucleoplasm	GO
TMEM38A	Nucleoplasm	HPA
THAP11	Cytosol	HPA
CA1	Cytosol	GO
SH3TC1	Nucleoplasm	HPA
COX18	Mitochondria	GO
PLXNA1	Plasma membrane	GO
HOXD4	Nucleoplasm	HPA
DYNC1LI1	Centrosome	GO
CYLD	Microtubules	GO
PLA2G2A	Endoplasmic reticulum	GO
GNG11	Plasma membrane	GO
NT5DC3	Mitochondria	HPA
DEGS1	Mitochondria	HPA
ERMAP	Cytosol	HPA
MORN2	Nucleoplasm	HPA
ACOXL	Nucleoli	HPA
PTH1R	Nucleoli	HPA
SLC30A5	Plasma membrane	GO
C12orf54	Cytosol	HPA
ANK3	Plasma membrane	HPA;GO
CYGB	Nucleoplasm	HPA
FAM168A	Nucleoplasm	HPA
AIDA	Primary cilium	HPA
ENSG00000269590	Nuclear membrane	HPA
RAD21	Cytosol	GO
DSC1	Plasma membrane	GO
ANG	Cytosol	GO
DUS4L-BCAP29	Cytosol	HPA
ENSG00000264668	Nucleoli	HPA
RPS2	Endoplasmic reticulum	HPA
NOS1	Cytosol	GO
STN1	Nucleoplasm	HPA;GO
PIK3CA	Cytosol	HPA;GO
RHOQ	Plasma membrane	GO
SLC12A5	Plasma membrane	GO
DARS2	Nucleoplasm	HPA
SEPTIN7	Actin filaments	HPA;GO
WWP1	Plasma membrane	HPA
PLAAT2	Mitochondria	HPA
ISG15	Cytosol	GO
MYO6	Golgi apparatus	GO
LEPR	Cytosol	HPA
CCDC103	Cytosol	HPA
MYEOV	Nucleoplasm	HPA
CD55	Plasma membrane	GO
ELN	Plasma membrane	HPA
NXT2	Nucleoplasm	HPA
UBE2J2	Endoplasmic reticulum	GO
MRPS18B	Mitochondria	HPA;GO
RSPH4A	Primary cilium	GO
THBS2	Plasma membrane	HPA
RAB14	Primary cilium	GO
LRRIQ3	Plasma membrane	HPA
MUC13	Plasma membrane	GO
HMOX2	Plasma membrane	GO
TOP2A	Nucleoplasm	HPA;GO
CT45A2	Nucleoli	HPA
NOSTRIN	Plasma membrane	GO
NHLRC4	Mitochondria	HPA
KCNK13	Plasma membrane	HPA;GO
ACTN1	Actin filaments	HPA;GO
KRT23	Intermediate filaments	HPA
ATP6V1E2	Cytosol	GO
PIK3C2G	Centrosome	HPA
SMG1	Nucleoplasm	HPA
NEDD1	Centrosome	HPA;GO
INTS4	Nucleoli	HPA
NOTCH3	Golgi apparatus	GO
SLK	Plasma membrane	HPA
KLHL23	Nucleoplasm	HPA
MAPK12	Nucleoplasm	HPA;GO
EP300	Cytosol	GO
PSMB9	Nucleoplasm	GO
TRAK1	Cytosol	GO
AP3B1	Nuclear membrane	HPA
YIF1B	Endoplasmic reticulum	GO
GCN1	Cytosol	HPA;GO
TMEM132C	Plasma membrane	HPA
FDX1	Mitochondria	HPA;GO
ZDHHC18	Golgi apparatus	HPA;GO
PIGO	Nucleoli	HPA
CEP85L	Centrosome	GO
EIF4EBP2	Cytosol	GO
TTLL2	Nuclear membrane	HPA
EIF4E2	Cytosol	HPA;GO
PGAP6	Microtubules	HPA
GINM1	Nucleoli	HPA
XPO4	Cytosol	HPA
ZNF891	Nucleoplasm	HPA
NR2C2AP	Nucleoplasm	HPA;GO
LYPD6B	Plasma membrane	GO
YDJC	Cytosol	HPA
ATP1B4	Nuclear membrane	GO
PDE6B	Plasma membrane	GO
ZNF461	Nucleoplasm	HPA
CPLANE2	Microtubules	GO
RGS19	Nucleoli	HPA
MSN	Actin filaments	GO
PIK3R6	Cytosol	HPA;GO
SCTR	Microtubules	GO
DCN	Golgi apparatus	GO
PDYN	Plasma membrane	GO
RPS3A	Nucleoli	HPA;GO
UROD	Cytosol	HPA;GO
KAT2A	Centrosome	GO
LRP11	Plasma membrane	HPA
ERBB4	Plasma membrane	GO
MPIG6B	Endoplasmic reticulum	HPA
TSPAN15	Endoplasmic reticulum	GO
CEP83	Cytosol	GO
DNAJB12	Nuclear membrane	HPA
OR4M2-OT1	Centrosome	HPA
SLC43A1	Plasma membrane	HPA;GO
CNOT4	Cytosol	GO
ANO3	Primary cilium	HPA
MAP1LC3B2	Centrosome	HPA
TUBGCP5	Centrosome	HPA;GO
AMOTL1	Plasma membrane	HPA
CECR2	Nucleoplasm	HPA
FBXO5	Nucleoplasm	HPA;GO
KIF9	Primary cilium	HPA
TMEM176A	Mitochondria	HPA
ARAP2	Actin filaments	HPA
TM4SF20	Plasma membrane	HPA
COL17A1	Endoplasmic reticulum	GO
GOPC	Plasma membrane	GO
KLF12	Cytosol	HPA
H1-5	Nucleoplasm	HPA;GO
WDSUB1	Nucleoplasm	HPA
ACTR2	Nucleoplasm	GO
ANKAR	Nucleoplasm	HPA
CELF2	Nucleoplasm	HPA
ZNF573	Cytosol	HPA
MYG1	Nucleoplasm	HPA
TH	Endoplasmic reticulum	GO
MBLAC2	Nucleoplasm	HPA
IGHV3-23	Plasma membrane	GO
TAF12	Nucleoplasm	GO
